Rating,Author,Author Location,Review Date,Review Title,Review,Type of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Value for Money,Recommended Service
1.0,N Thomas,South Africa,2016-09-18,flight was delayed over four hours,"In short, my flight was delayed over four hours due to mechanical problems, including with the plane's landing gear. The service from all members of staff we encountered was dismal. My flight was scheduled to depart Addis Ababa at 12.50am and arrive in Vienna at 5.50am. At Addis Ababa, we were directed to one entrance for security screening, whereupon staff closed the doors in our faces and directed us to a second entrance, the second entrance directed us back to the first entrance, we were then directed to a third entrance, where we waited a while, until being redirected to a fourth entrance. After boarding, we sat in the plane for forty five minutes before being told that the landing gear was broken. After another half an hour we were told that the air conditioning was also broken. The heat was sweltering. After a full hour and forty five minutes of this heat, the air stewardesses thought to bring us water. A stewardess handed the last cup to the passenger beside me, looked at me, then returned to the back of the plane. I pressed the call button three times over fifteen minutes. There were several other passengers also using their call buttons. Because I was sitting at the very back of the plane, I could hear the stewardesses chatting and laughing behind me. Finally I got out of my seat, walked past the stewardesses sitting around doing nothing, and poured myself a cup of water. In the end, the flight departed over four hours late, meaning that I missed connecting flights from Vienna to London and London to Montreal. In total I was in transit for 50 hours, rather than 38. I spoke to the airline's representative company, Celebi, in Vienna airport. Celebi provided me with accommodation and meals, but told me to call Ethiopian Airlines on the subject of further compensation. I called Ethiopian Airlines, and was told to talk to Austrian Airlines. I spoke to Austrian Airlines, who informed me that because the flight was operated by Ethiopian Airlines, I must speak to Ethiopian Airlines. I called Ethiopian Airlines again and it was confirmed to me that this was correct, but that I must contact Ethiopian Airlines via email. I did so and have been waiting almost a month for a reply.",Solo Leisure,Economy Class,ADD to VIE,2016-08-01,3.0,1.0,0.0,0.0,1.0,1,no
1.0,F Yorath,South Africa,2016-09-04,experience is horrible,"Cotonou to Nairobi via Addis Ababa. The Ethiopian Airlines experience is horrible from one end to the other. ✅ Verified Review | Chaotic boarding in Cotonou, plane 45 minutes late with no apologies from the crew. No earphones distributed at any point for the entertainment system and not even an inflight magazine. Do not let Ethiopian’s ads on their new fleet fool you - planes (737s with Sky Interior in this case) are not properly looked after. On the Cotonou-Addis flight, there was fruit jam on the tablet and chewing-gum in the seat pocket. The seat covers were worn and falling apart. The overhead screens were not working and kept coming up and down. Very slow service with disgusting food and it took the crew about an hour and a half to clear the trays. Addis Ababa airport is a horrific place. Overcrowded, dirty, smelly (especially since the smoking areas do not close hence people smoke outside). The shops are a disgrace, with no fixed prices and people haggling over the price of items. Most items are just lying on the floor or on broken shelves, still in their delivery packages. Credit card payments did not work in two duty free shops out of three. The Ethiopian/Star Alliance Gold lounge is dark, dirty and has a very limited food choice. When I entered nobody was at the reception to scan my boarding pass. It is usually impossible to find a seat available in the evening. Better to stay outside and sit on the floor. The toilets, both in the lounge and outside, are dirty and smelly. Ethiopian Airlines ground staff are impolite, permanently yells at passengers to rush them to the gates and does not answer questions when asked something. Be careful as flights are not announced or the general chaos can lead one to miss the boarding announcements and therefore, the flight. Addis-Nairobi was similarly terrible, with tired seats (despite the young age of the aircraft, another 737 with Sky Interior). It was once again 45 minutes late with no apologies whatsoever. No earphones or inflight magazine, once again. No pre-take off checks, most people had their seatback down and/or were using laptops and electronic devices. Food very bad, with crew throwing the tray on the tablets saying “chicken” and again, the overhead screens were dysfunctional. I should also mention that at no point in Cotonou or Addis were there separate queues for Business/Gold members and Economy passengers during boarding, with disorganised queues, staff yelling in every direction and in general, a sense of squalor. It is a real pity to be sometimes forced to use Ethiopian Airlines because of the lack of competition in African skies. Avoid at all costs and prefer Kenya Airways whenever possible.",Business,Economy Class,COO to NBO via ADD,2016-09-01,1.0,1.0,1.0,0.0,1.0,1,no
1.0,E Stanner,South Africa,2016-08-29,I didn't expect such poor service,"✅ Verified Review |  Harare to London Heathrow via Addis Ababa. Appalling to say the least. Ethiopian may have new aircraft but don't let this fool you. On the HRE-ADD sector I had to tell the cabin crew to issue an infant seat belt to someone travelling with an infant seated adjacent to me, this being after two cabin crew walked through to secure the cabin. The senior crew member left the trolley unattended in the middle of the cabin during the flight to help a colleague for a good 5 minutes. The crew had zero personality, and even asked 'what does she want' to a pax sat next to the pax the crew member was referring to. They did not offer a choice of meal and instead just said 'chicken' and dumped the tray on my table. I requested fish, she returned with a meal that had fish written on the lid but was actually vegetarian inside. There was no apology, just no personality with any of the crew on all four sectors. Credit where due, one meal was edible, the rest were cold and under cooked on all sectors. Out of all four sectors, I was only able to check in and choose my seat on one. Addis Ababa airport is dismal. They are seemingly meant to be upgrading the airport. I tried to buy a sandwich with my card but couldn't because the system was down. Security is horrendous. I am all for safe flying given the current times but you will need to allow at least an hour to pass through security as they then do a passport check - and don't take any duty free liquids as these are confiscated. I was reluctant to travel with Ethiopian Airlines  more on a safety level but had minimal choice as Emirates was full. I didn't expect such poor service as well.",Business,Economy Class,HRE to LHR via ADD,2016-08-01,3.0,1.0,2.0,3.0,1.0,1,no
1.0,B Andersson,South Africa,2016-08-26,Ethiopian was a huge disappointment,"✅ Verified Review |  Flying with Ethiopian was a huge disappointment. The aircraft from Addis to Stockholm was a new Boeing 787, but the entertainment system was down during the entire flight. Our departure from Addis was delayed by one hour as the ground crew tried to fix the system, but without success. The cabin crew were arrogant and inattentive. They simply did not respond to calls. At one time I could see 18 unanswered calls in business class only. I had to physically stop the cabin attendants to get their attention. They apologized to me but left all the other calls unattended. The food was tasteless and boring. For breakfast we got a terrible lukewarm Pizza. We had ordered kids meals for our children, but the cabin attendants did not know this so we had to tell them to bring the right meals. Eventually we just found out that the kids meals hardly differ from the adult meals. A major drawback of Ethiopian is that many connections mean changing flights in Addis Ababa. The airport is dirty (especially the toilets) and totally overcrowded. Passengers are only allowed to enter the waiting areas 90 minutes prior to the flights. Until then they have to wait in the general terminal and sit on the floor just to see all the empty chairs in the closed waiting area. Also the restaurant are owercrowded, overpriced and have unpolite staff. I will avoid Ethiopian in the future.",Family Leisure,Economy Class,JNB to ARN via ADD,2016-08-01,3.0,1.0,2.0,1.0,1.0,1,no
10.0,L Coey,South Africa,2016-07-20,airline exceeded our expectations,My family flew with Ethiopian Airlines in July from Dublin to Los Angeles and return the trip was excellent. The airline exceeded our expectations - the legroom on the plane was the best I've ever seen in economy on transatlantic flights. The food was of good quality too. The airline staff were very attentive and nothing seemed to be a problem. I would recommend and would have no problem flying with them again.,Family Leisure,Economy Class,DUB to LAX,2016-07-01,5.0,5.0,4.0,4.0,4.0,5,yes
10.0,M Murphy,South Africa,2016-07-15,knows how to look after their customers,"✅ Verified Review |  I flew with Ethiopian Airlines (Los Angeles to Dublin return) in October 2015 and June 2016 and all 4 flights were excellent. I must say that every single member of staff I encountered from reservations, check-in, boarding, inflight and disembarking were very welcoming, helpful and friendly and all seemed to be 'happy' in their jobs which I find rare in the airline industry in this day and age. The plane was very spacious and legroom is the best I have experienced on transatlantic flights. I found the food very good with a great choice of meals offered and being able to have a 'free' wine (or two) with dinner a nice touch. In October 2015 Ethiopian Airlines was the only airline offering direct flights from Los Angeles to Dublin and although Aer Lingus started operating a direct flight in May 2016, I found that ticket prices for Ethiopian Airlines were almost half the price of Aer Lingus flights for the dates I was looking for. Also on the return flight from Dublin to Los Angeles in October 2015 that although we were told on check-in that there was going to be up to an eight hour delay in departing, all customers were looked after very quickly and very efficiently by friendly staff and within half an hour, we were being taken to a nearby 4* Hotel, treated to full breakfast and lunch in the hotel before being picked up and brought back late afternoon for departure - that to me is proof that Ethiopian Airlines knows how to look after their customers. I am happy to fly 'home' to Ireland with Ethiopian Airlines anytime.",Couple Leisure,Economy Class,LAX to DUB,2016-06-01,5.0,5.0,5.0,5.0,5.0,5,yes
1.0,Navindran Moodley,South Africa,2016-07-15,seats are very uncomfortable,"✅ Verified Review |  Group of 7 - 4 adults and 3 kids travelled from India Mumbai on the 13 July 2016 to Durban SA via Addis Ababa. We left India late, arrived late for the connecting flight - transported out of the incoming plane into a bus that took us directly onto our connecting plane, we never went into the terminal building. No inflight entertainment for 5.5 hours (except for music via broken head sets). On board we found that our seats had been given to other passengers by the inflight staff - everyone had to be put into their correct seats - some of us were not seated when the plane started moving. The toilets were dirty (not by current passengers) had not been cleaned from the previous flight. Food was poor - beef being offered to passengers who dont eat beef. While serving drinks ice was dropped on my wife. The seats are very uncomfortable, torn and dirty the head rests had grease/oil on it (the cover) like it was had not been changed from the previous flight. We arrived in Durban but our baggage still has not.",Family Leisure,Economy Class,BOM to DUR via ADD,2016-07-01,1.0,1.0,1.0,1.0,2.0,1,no
8.0,A Wellan,South Africa,2016-07-10,"gracious, kind and attentive","✅ Verified Review |  I flew a round trip from Dublin to Los Angeles with Ethiopian Airlines and would rate them top notch. The price was extremely competitive, the service on-board very efficient, flight attendants were outstanding - very gracious, kind and attentive. The food was quite nice, the aircraft was clean and so were the toilets. The seats were comfortable with plenty of leg room. The in-flight entertainment was great with lots of choice. All in all, I would say that this was one of the best flights I've been on in a long time. The fact that it is direct makes a big difference too.",Solo Leisure,Economy Class,LAX to DUB,2016-07-01,4.0,5.0,3.0,4.0,4.0,5,yes
3.0,S Lindley,South Africa,2016-07-06,toilets and galleys dirty,"✅ Verified Review | Cape Town to Bangkok via Addis Ababa with Ethiopian Airlines. Competitively priced. Addis gates holding area dirty and uncomfortable. All 4 flights were late to take-off (1-2 hours). 3 of the 4 flights the airconditioning on the plane was inadequate and could not be improved despite asking staff. Not sure if this means it is broken. Only the final leg from Addis to Cape Town was a pleasure and a comfortable temperature. The other legs had to be endured. Toilets and galleys dirty. Seats tired. Cracked tray table, broken seat pocket. Stark contrast to Bangkok Airways who were determined not to be late so were waiting for us when we arrived late from Addis and escorted us through security and passport control to the clean comfortable plane to ensure we did not miss it or delay the flight. I do not intend to fly with Ethiopian again.",Family Leisure,Economy Class,CPT to BKK via ADD,2016-07-01,2.0,2.0,2.0,2.0,1.0,3,no
1.0,N Smith,South Africa,2016-06-26,the good started and ended there,"London Heathrow to Johannesburg via Addis Ababa. This was my first time flying with this particular Star Alliance member, Ethiopian Airlines, through our Aeroplan points. It started off great. The staff are super friendly and helpful and throughout the whole thing the flight attendants in particular were amazing. The good started and ended there. After electrical malfunctioning of the plane we waited on board for 4.5 hrs before being told to disembark due to the difficulties the plane was having. Then we were told a new flight would be scheduled for us in the morning. The catch? No hotels could be provided due to no availability. They provided camping mats and thin blankets for us to sleep on the floor of the terminal. We missed all our connecting flights and needed a way to get to BFN in time to attend a meeting. Trying to get information out of anyone in order to get our bags and cancel our tickets was impossible even with the help of the Heathrow Information people (who were extremely nice, and tried to be helpful as possible), and other airport staff getting involved. While waiting for the luggage we requested back we watched the poor staff try and maintain order to a very angry group of people storming the gate. Even after the make up flights departure time we still had to wait a horrendous amount of time to get our luggage. This flight, ET701, was a joke.",Family Leisure,Economy Class,LHR to JNB via ADD,2016-06-01,1.0,4.0,1.0,1.0,2.0,1,no
7.0,Lou Gall,South Africa,2016-06-07,had no major concerns,"Dublin to Los Angeles with Ethiopian Airlines. The service was good. The plane could do with better cleaning when connecting in Dublin, but fine - food wasn't 100% but is it ever. Was great getting two suitcases each when traveling to the USA. Would travel again and had no major concerns, very reasonable prices.",Family Leisure,Economy Class,DUB to LAX,2016-02-01,5.0,4.0,3.0,4.0,5.0,5,yes
3.0,Mark West,South Africa,2016-06-02,seats were old and in disrepair,"✅ Verified Review |  Flew Ethiopian Airlines from Addis Ababa to Nairobi. Check-in was swift as was the passport check at Addis airport. I was flying with a *A Gold Card holder and so was able to use the ‘Cloud Nine’ lounge at Addis. This lounge falls far below the standard I would expect of a premium lounge. It was overcrowded, dark and unwelcoming. On board the aircraft we were offered a hot meal. It was very basic airline fare – chicken and rice, a very hard bread role and some sort of sweet offering (which to be honest I have forgotten about). The seats were old and in disrepair. The fabric looked tired and scruffy. Toilets became more and more filthy during this short flight – I did not see the flight attendants check them once (I was in the back row). I am sorry to say that once again, I was not impressed. Landed at NBO and immigration was via the new makeshift terminal. NBO airport is streets ahead of Addis and will only get better as the new terminals are opened. ET gets you from A to B, but with little comfort or customer service.",Business,Economy Class,ADD to NBO,2016-05-01,1.0,2.0,2.0,0.0,3.0,3,no
1.0,Vikram Sanghani,South Africa,2016-05-25,arrogant and insensitive,"✅ Verified Review |  Mumbai to Khartoum via Addis Ababa with Ethiopian Airlines. It took me 1 hour 40 minutes to get a boarding pass from the Check-in counter and there were people jumping the queues as the staff was least bothered to organise the long queues. There was a delay of 3 hours in departure which resulted in missing the connecting flights for onward journey. The local Ethiopian Airline staff at Addis Ababa had no clue of the late arriving transfer passengers (inspite of boarding passes issued at Mumbai). They were so arrogant and insensitive that after a 1.40 hour check in + 3 hour delay + 5 hour flying time, we were all made to stand at the transfer desk without water or seating. There was only 1 staff who was cancelling and re-issuing new boarding passes for next available flight which took 2 hours. When the passengers got angry, they offered food coupons which can be redeemed only for Chicken gravy, Dry vegetables and rice along with bread and a bottle of water. The vegetarians had to eat plain Rice with Dry vegetables (no curry). No Tea or Coffee was available. The connecting flights were from 5 to 7 hours later. This happened with me on 12th May 2016 - Flight ET 641. Again while returning by ET 345 from Khartoum to Addis Ababa on 16th May, there was no vegetarian meal on board.",Solo Leisure,Economy Class,BOM to KRT via ADD,2016-05-01,4.0,4.0,1.0,1.0,1.0,1,no
2.0,D Wilson,South Africa,2016-05-07,need to up their game,"First time flying Ethiopian and was excited to fly them as I had heard they were good, one of the best in Africa. Boarded at around 11.30pm in LAX, didn't take off until nearly 2am (I had heard they were often late, which seems to be true on so many occasions - looked at a popular flight tracking website and most if not all their past flights were 1-2 hours or more late). When we finally left LAX, the cabin crew started at the back of economy delivering meals. They reached my seat (front of last economy section) at around 3am. I was handed the tray with ""here's chicken"", the crew couldn't have been less bothered, no smiles (except from purser when we stepped aboard) and a general look of being completely fed up. The ""meal"" (using that term very loosely) was absolutely the worst I have eaten on board an aircraft. The tray, food containers and servings were tiny. Rock hard bread bun and a slimy square of something resembling a muffin/desert bread. Measly pieces of chicken in a runny gravy with two tiny boiled potatoes and a piece of broccoli. The crew took so long to collect trays that people started to leave them on the floor by the bulk-head / door. At around 4.30am they were picked up and lights were left on full brightness in the cabin until maybe 5am. My armrest TV was broken as were maybe half of the TV screens in the cabin (this was a relatively new B787-8 aircraft). Toilets were in poor shape for most of the flight. When we arrived in Dublin, we waited at the carousel for bags to be delivered for close to an hour and a half. Tweeted Dublin Airport Authority to ask what was going on and they replied that it was the airline's fault. Reading another review on here, I feel lucky that we got our bags at all. Return flight to LAX two weeks later was better because the flight was maybe a third full and entertainment system was working. However, Food was still pathetic and we left Dublin an hour late. First and last trip ever with Ethiopian. They need to up their game. What a waste to have a fleet of new B787-8 aircraft only to provide such terrible service.",Solo Leisure,Economy Class,LAX to DUB,2016-04-01,3.0,1.0,1.0,2.0,1.0,1,no
3.0,Robert Paltiel,South Africa,2016-04-28,used my Voyager miles ,"✅ Verified Review |  Brussels to Seychelles via Addis Ababa. We used my Voyager miles from SAA to book our holiday in the Seychelles, and only Star Alliance partner that could get us there during the Christmas period was Ethiopian. I booked in March 2015. Ethiopian managed to cancel two of my four flights, resulting in rebooking and losing a day's holiday accommodation (having to return a day earlier) and changed the Boeing 787 to a first generation Boeing 777. I would acknowledge that my family were allowed to go with me (Star Alliance Gold) in the Sheba lounge. Food okay, smiles of staff super, but it was very overcrowded. During all the changes to our flights, I was offered accommodation for my family and tours in Addis (we would have had to spend one unplanned night in Addis). I guess luckily for Ethiopian they cancelled the Seychelles - Addis flight and left us in the Seychelles. The Boeing 777 was old, no entertainment, food was mediocre and none of the attendants actually smiled.",Business,Economy Class,BRU to SEZ via ADD,2016-01-01,2.0,1.0,1.0,1.0,1.0,1,no
1.0,Di Holliner,South Africa,2016-04-27,luggage still on the plane,"✅ Verified Review |  We traveled Los Angeles to Dublin with Ethiopian Airlines. We arrived in Dublin and our luggage was not in the airport. The luggage was still on the plane. They would not retrieve it saying that it was too late and they were taking off, wouldn't even look. We did not get our things until April 11th - 5 days from when we flew. We had no shoes, accessories, tuxedo, gown, make up, hair care, etc. We called and called. Never did anyone respond. We purchased our tickets in advance, paying over $1100 each.  I should be reimbursed for all of the items we had to purchase. We attended 6 events while on the trip, had to miss the first one as we didn't have the items we needed to look presentable. We saved for a long time to go on the trip. I shouldn't have had to spend additional money on things I already own - flat iron, clothing, shoes, make up, etc. Not once had Ethiopian Airlines returned a call or email. The Swissport Office said that it happens on every one of their flights. That is unacceptable.",Couple Leisure,Economy Class,LAX to DUB,2016-04-01,5.0,5.0,5.0,5.0,1.0,1,no
1.0,L Callanan,South Africa,2016-04-21,quality is not up there,"I flew with the carrier for the first time in March 2016, from Dublin to Los Angeles. I am a frequent flyer, and have at some stage used most of the main international carriers, and this is the first time I have ever felt the need to go to the trouble of writing a poor review for an airline. The outbound flight was rescheduled at the last minute, meaning I arrived just over an hour late to LAX. Subsequently I missed the connecting flight which was Alaska Airlines. They told us to contact Ethiopian, who should have checked us in all the way to our final destination at Dublin airport but had refused to do so. We spent an our on the phone to Ethiopian customer services, as they had no representation at all at LAX. The person dealing with us on the phone was incredibly rude. Eventually he agreed that Ethiopian would pay for and book us on another flight, we were instructed to go back to Alaska Airlines. When we discussed what we were told with them, they said the method suggested was impossible. Luckily Alaska airline were extremely helpful and gave us change of seat fare instead of full fare, on the next flight available, which was actually from Orange County airport the next day, which cost us shuttle bus and hotel. As for the flights themselves, our screens did not work in either outbound or return flight and the crew seemed to think this was normal on a 10 hour flight. I had to clean the toilet on my flight home to use it, as every toilet on the aircraft after 4 hours into the flight was dirty. I am the least fussy eater but I can say the food was not even recognisable for some meals, I suggest bringing your own snacks. Finally the most concerning point, when waiting to leave LA, there was some kind of technical trouble, so we sat on the aircraft for two hours before leaving, late again of course. The problem was, before leaving we received no safety demo. None of the crew came around to inspect the cabin configuration for take off, my friend was fast asleep with her seat reclined as we started to head down runway. Ethiopian Airlines is the first airline I have ruled out so far. The flights were more expensive than other carriers but the quality is not up there with the big carriers I'm afraid. Shame as its a convenient route for me, but the good new is Aer Lingus are starting an LAX route soon.",Solo Leisure,Economy Class,DUB to LAX,2016-03-01,3.0,1.0,1.0,1.0,1.0,1,no
9.0,N Drew,South Africa,2016-04-10,staff very pleasant and efficient,✅ Verified Review |  Johannesburg to London Heathrow via Addis Ababa with Ethiopian Airlines. Huge seats with masses of legroom. You can lift up the headrests and fold in side flags to stop your head falling sideways. USB charging points. Loads of audio / video channels. All flights left on time. Cabin service is slow but staff very pleasant and efficient. Online check-in didn't work but helpful staff at every airport were able to choose seats for me and even change them when a better one became available. Would prefer to fly again with them purely because of the amount of space you get.,Solo Leisure,Economy Class,JNB to LHR via ADD,2016-04-01,5.0,4.0,4.0,5.0,4.0,5,yes
1.0,Henning Hansen,South Africa,2016-04-10,airline decline to communicate,"Oslo to Zanzibar via Stockholm, Rome and Addis Ababa with Ethiopian Airlines. A 22 hour delay, okay to understand because of problem with a Boeing 787. Whats not ok is that the airline decline to communicate with us after this event. Have contacted them 10 times and the only answer I'm getting is ""We will contact you shortly"". Posted the story on their Facebook page and the post was deleted and I was prevented for more post on their pages. We sat 7 hours waiting in the plane without being offered water or any other things to drink. Stay away from this airline. Porblems with the plane is understandable but not being willing to communictate with your customers are totally unaccetable.",Family Leisure,Business Class,ARN to ZNZ via FCO/ADD,2015-12-01,3.0,1.0,1.0,3.0,3.0,1,no
2.0,Y Fall,South Africa,2016-04-04,Boeing 777s are worn,"✅ Verified Review |  Dubai to Addis Ababa. In spite of their young age, Ethiopian Airlines Boeing 777s are worn. Touch screens do not work, worn seats despite the legroom available. Food disgusting - whatever route you fly, they serve chicken with tomato and rice.  A shame for an airline representing a country with such incredible cuisine. Nice crew but not much they can do to improve the poor service at their level. Addis Ababa airport is to be avoided - pass through as fast as you can. Ethiopian Airlines has experienced phenomenal growth but it's a shame to see it has sacrificed quality of service.",Business,Economy Class,DXB to ADD,2016-04-01,2.0,3.0,1.0,1.0,2.0,2,no
5.0,S Ledra,South Africa,2016-04-04,at least the flight was cheap,"✅ Verified Review |  Cheap flights for a cheap service. My Ethiopian Airlines flight from London to Johannesburg via Addis Ababa was one to remember. Sets are pretty small compared to other airlines I have used, TV screen was not working for the flights from London to Addis Ababa, and the food was absolutely poor. I am gluten intolerant and I booked a special meal when I bought the flight, but they don't know what gluten intolerance means. I found on my tray written GF (gluten free) but they gave me bread and muffins (containing gluten) saying that this was what they had. Luckily I brought with me something to eat in case. At least the flight was cheap.",Couple Leisure,Economy Class,LHR to JNB via ADD,2016-03-01,1.0,3.0,1.0,1.0,2.0,3,no
7.0,S Banister,South Africa,2016-04-01,impressed by the improvements,"✅ Verified Review |  I recently flew Ethiopian Airlines from Johannesburg to London via Addis Ababa. Both flights were operated with a Boeing 777-300, and the aircraft was a lot more comfortable then Emirates. Ethiopian have a 3x3x3 seat layout whereas Emirates is 3x4x3. The aircraft was spacious, seats were very comfortable and seat pitch great. The food on both flights was above what I expected on  and the crew were fantastic. I found them nicer than European airlines I have flown. I will definitely fly them again, but a word of warning. Addis Ababa Bole airport really needs an overhaul and some of the ground staff could do with going on a customer service course. It was a shame that this is what seems to have let Ethiopian Airlines down in the past and still does. On the whole I am impressed by the improvements, and they are a breath of fresh air in Africa.",Solo Leisure,Economy Class,JNB to LHR via ADD,2016-03-01,5.0,5.0,4.0,3.0,1.0,5,yes
1.0,Jane Smith,South Africa,2016-04-01,I will not recommend,"✅ Verified Review |  This is my first time with Ethiopian Airlines, when I flew round trip from Los Angeles to Dublin. At LAX check-in the agent was very informative and helpful. I thought may be the crew members on board would be the same, but unfortunately I was wrong. The crew were not friendly at all, and there was no warm and welcoming feel to it. They're just there to do their job and get it out of the way. They bump into my seat while pushing the cart and into my elbow few times, I didn't hear any word from them. Not a sorry, excuse me or pardon me or anything. There is no interaction from staff, not even a smile. The food was terrible. I will not recommend this airline.",Solo Leisure,Economy Class,LAX to DUB,2016-03-01,1.0,1.0,1.0,4.0,2.0,2,no
5.0,S Eyete,South Africa,2016-03-23,avoid if you must be there on time,"Ethiopian Airlines flight from Douala to Addis Ababa left 1 hour late, due to a burst tyre, but the flight was very pleasant in the Boeing 787-8. Problems started in Addis. The flight from Addis to Dar was delayed every 30 min due to operational reasons, from 10PM local time until midnight, when they took our boarding passes to issue us hotel vouchers. We were taken to a lounge and given some rice and curry chicken. At 2AM we still had no information, and no boarding passes. After harassing the staff, we were told that ""due to the weather"", we would have to spend the night in Addis and leave at 10AM. We had to wait for hotel vouchers, which were given to us at 4AM. Total waiting time from the scheduled departure time to getting hotel vouchers was 5 hours! The next day, the 10AM flight was delayed by 1 hour for operational reasons. Good side: we were taken to a nice hotel with clean rooms and bathroom (no hot water in bathrooms with a 12°C temperature outside), and were served breakfast before being taken to the airport at 8AM. Conclusion: we landed at 2PM instead of 2AM. To avoid if you must be there on time.",Solo Leisure,Economy Class,DLA to DAR via ADD,2016-01-01,4.0,3.0,3.0,5.0,2.0,3,yes
7.0,Emmanuel Maguerez,South Africa,2016-03-20,not a bad experience,"Cape Town to Roma via Addis Ababa with Ethiopian Airlines. Flight was 1 hour late departing from Cape Town. Plane was a Boeing 787, the confort is normal, food is normal, not the best but not the worst. Enetertainment is available and limited, USB charger in the console. Transit in Addis Ababa was the worst part of the trip. Old airport, small scanning machine, overloaded airport due to the number of people in transit. Definitely, Addis Ababa hub is not prepared to grow. Staff were quiet helpful to speed up and optimize security check. Not a bad experience, but not the best.",Solo Leisure,Economy Class,CPT to FCO via ADD,2016-03-01,4.0,4.0,3.0,3.0,4.0,4,yes
9.0,Anand Ganesaiyer,South Africa,2016-03-16,helpfulness of cabin crew,"Ethiopian Airlines from Mumbai to Mombasa via Addis Ababa. Mumbai to Addis sector, where I was in Economy was very good. The vegetarian food served was below par but the attitude and helpfulness of the cabin crew more than made up for this deficiency. I got an upgrade to Business Class in the Addis to Mombasa sector where it was a Boeing 777 which went to MBA. The cabin crew in this sector too was high class as was my experience with ET earlier too.",Business,Economy Class,BOM to MBA via ADD,2016-02-01,4.0,5.0,4.0,4.0,4.0,5,yes
8.0,P Grimshaw,South Africa,2016-03-16,were pleasantly surprised,"London to Zanzibar via Addis Ababa. We flew Ethiopian Airlines and were pleasantly surprised. All flights departed and arrived on time, one even early. The cabin crew were pleasant and attentive. The aircraft were modern (Boeing 787 from ZNZ-ADD) clean and well stocked. Food and drinks were served on all sectors, not inspiring but adequate. In flight entertainment was good - excellent on the 787 - the PA announcements were clear and repeated in 5 languages - and the flight deck kept passengers well informed. Overall we were impressed and would fly that route with Ethiopian again, and recommend it to others, for which it repesented excellent value. Although we had a 7hr lay-over at ADD on the return, the airport unusually has comfortable beds in the transit area to lie on and reasonably priced freshly cooked refreshments (even at 01.00hrs) and drinks in various cafes. It was certainly more comfortable than the lay-over at Dubai airport last year. Warning: - do not buy any form of liquids - water, alcohol, or perfumes at the Addis Ababa duty free. Even when sealed and in an official duty-free bag it will be confiscated at an extra security check just before the departure gate.",Couple Leisure,Economy Class,LHR to ZNZ via ADD,2016-03-01,4.0,4.0,3.0,4.0,4.0,5,yes
5.0,Adrian Kennedy,South Africa,2016-03-04,price fantastic for us,"Ethiopian Airlines price was fantastic for us as pensioners, £320 return from Dublin to Johannesburg, so we were willing to put up with a little discomfort, but were impressed with most things. Addis Ababa is not the world's idea of a great airport and the ground staff there were most unhelpful and far from organised. It was only a 2hr 25m stopover, as we waited for our connecting flight to Dublin. The announcement, over an antiquated address system, was called as a Canadian flight and via Dublin was never mentioned, caught it by the skin of our teeth. Ground staff at Johannesburg were great and could not have been more helpful. We had 3 seats each from Johannesburg to Addis to relax on for the 4.5hr flight, food acceptable and no worse than other airlines. The planes look well used and a lot of the seat screens did not work. Cabin crew vary from inexperienced to most helpful and just the luck of the draw. If you are a reasonably experienced flight passenger and want value for money go for it. Total journey time on this flight is 16hr 25m each way.",Couple Leisure,Economy Class,JNB to DUB via ADD,2016-03-01,3.0,3.0,3.0,2.0,2.0,5,yes
3.0,C Wajsberg,South Africa,2016-02-19,Food remains poor,"Etiopian Airlines remain the cheapest on this route, service is friendly but anouncement by staff go on for ever. Food remains boring, IFE with poor choice of older movies even if blockbuster section. Games on vod system do not work or do not react to commands givbem by in chair remote. Food remains of poor and quality and serving a warm lunch at 11 am and or 1 am is a strange way of trying to cut expenses, a light breakfast or snack would be far better. Ethiopian has reduced the miles you receive as status miles when flying with them - this of course depends what bookuing class you have reserved your ticket. One more new experience the past few months is when flying in to Addis and getting on to your flight for Tel Aviv security is understandable but new security measures are rude and rediculous. Bole intl airport remains the worse airport i have  visited and airport gold lounge of very poor quality.",Solo Leisure,Economy Class,JNB to TLV via ADD,2016-02-01,3.0,4.0,1.0,2.0,1.0,2,no
